Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial
Convocatoria︱Eidos Piano Project,,Eidos Piano Project,Revisar,https://ulysses-platform.eu/opportunity/eidos-piano-project,Italia,"October 30, 2025",Yes,https://conservatoriocomo.it/,,,No,"El Eidos Piano Project está dirigido a compositores de cualquier nacionalidad y sin límite de edad, orientado a la creación de un archivo de obras originales para piano solo, admitiendo partituras escritas desde el año 2000 en adelante, con o sin instrumentación electrónica. No se requiere pago de inscripción para participar. La convocatoria acepta obras que indiquen claramente su nivel educativo (preparatorio, propedéutico, licenciatura o máster), con límites de duración según la categoría, y las partituras seleccionadas serán utilizadas por docentes y estudiantes del Conservatorio de Como en actividades pedagógicas y de concierto. No se estipula ningún premio monetario ni compensación económica para los seleccionados, y la convocatoria está abierta a artistas latinoamericanos.",,https://conservatoriocomo.it/eidos-piano-project/#1732536174247-a5cb82c3-e424,Convocatoria,"Música, Composición, Piano","August 7, 2025 11:35 AM",,,No,No,,No,,
Convocatoria︱IRCAM Cursus 2026.2027,"OPEN CALL to Art Students, Artists, Writers (https://www.notion.so/OPEN-CALL-to-Art-Students-Artists-Writers-1fe9dd874b3a81e0ac97d20097d74278?pvs=21)",IRCAM Cursus Academic Year 2026.2027,Revisar,https://ulysses-platform.eu/opportunity/ircam-cursus-academic-year-20262027,Francia,"December 3, 2025",Yes,IRCAM,,,No,"El IRCAM Cursus Academic Year 2026.2027 está dirigido a compositores menores de 37 años de cualquier nacionalidad, incluyendo América Latina, interesados en composición e informática musical, especialmente con experiencia en obras electrónicas o multimedia. La convocatoria no requiere pago para postularse, pero los seleccionados deben abonar una matrícula total de 2.000 euros (incluye un depósito de 600 euros antes del 29 de abril de 2026). No se especifica la entrega de un estipendio ni apoyo financiero para los artistas participantes. La oportunidad está orientada a la composición contemporánea, música electrónica y proyectos interdisciplinarios que integren electrónica, artes visuales, danza, instalación o multimedia.",,https://calls.ircam.fr/competitions/ircam-cursus-2627/,Convocatoria,"Otras, Música, Multidisciplinar","August 7, 2025 11:35 AM",,,No,No,,No,,
Convocatoria︱ACHROME ensemble Int. Call Scores 2025,Premio | Certamen Internacional de Guitarra de Barcelona Miquel Llobet - Interpretación (https://www.notion.so/Premio-Certamen-Internacional-de-Guitarra-de-Barcelona-Miquel-Llobet-Interpretaci-n-1d49dd874b3a812bbbe7ca3c63df73f2?pvs=21),ACHROME ensemble INTERNATIONAL CALL for SCORES 2025 - 9th EDITION,Revisar,https://ulysses-platform.eu/opportunity/achrome-ensemble-international-call-scores-2025-9th-edition,,"December 10, 2025",Yes,ACHROME Ensamble,,,No,"La convocatoria ACHROME ensemble INTERNATIONAL CALL for SCORES 2025 - 9th EDITION está dirigida a compositores de cualquier nacionalidad y sin límite de edad, interesados en la creación de obras de música contemporánea para ensemble; pueden participar artistas de Latinoamérica. La disciplina involucrada es la composición musical contemporánea para formación instrumental, específicamente orientada a nuevas partituras. Para participar es necesario abonar una tasa de inscripción, cuyo monto no se especifica en la información disponible públicamente; tampoco se indica un premio monetario o remuneración para los seleccionados, ni honorarios por ejecución, quedando estos aspectos sin detallar en la convocatoria publicada.",,https://www.achromeensemble.com/edizione-2025-edition-2025,Convocatoria,"Música, Composición, Contemporánea","August 7, 2025 11:35 AM",,,No,No,,No,,
Premio︱Nikolaus-Fheodoroff-Composition,Premio | Certamen Internacional de Guitarra de Barcelona Miquel Llobet - Interpretación (https://www.notion.so/Premio-Certamen-Internacional-de-Guitarra-de-Barcelona-Miquel-Llobet-Interpretaci-n-1d49dd874b3a812bbbe7ca3c63df73f2?pvs=21),8th International Nikolaus-Fheodoroff-Composition-Prize,Revisar,https://ulysses-platform.eu/opportunity/8th-international-nikolaus-fheodoroff-composition-prize,Grecia,"April 30, 2026",Yes,https://www.ktn.gv.at/,,,No,"Dirigido a compositores de cualquier nacionalidad y sin límite de edad, el 8th International Nikolaus-Fheodoroff-Composition-Prize invita a presentar una obra inédita e interpretativamente contemporánea para piano (1-2 intérpretes), percusión, acordeón y contrabajo, con la opción de incluir electrónica (playback o en vivo), de una duración entre 10 y 15 minutos; la convocatoria no requiere pago de inscripción y otorga un único premio de €15,000 al ganador, cuya obra será estrenada mundialmente en el Carinthian Summer Festival 2027; la participación está abierta a artistas de Latinoamérica y la información oficial confirma que no se contempla ninguna restricción geográfica ni costo asociado para participar.",,https://www.kulturchannel.at/fileadmin/ausschreibungen/nikolaus_fheodoroff/application_guidelines_2025.pdf,Premio,"Música, Composición, Electrónica","August 7, 2025 11:35 AM",,,No,No,,No,,
Fondo Enlace Francia – Argentina 2025 | Orillas Nuevas,"Programas formativos – Fondo de las Artes Escénicas 2026 (https://www.notion.so/Programas-formativos-Fondo-de-las-Artes-Esc-nicas-2026-2369dd874b3a811dac5fc6b065d2b23b?pvs=21), Apoyo | Apoyos a la internacionalización de las artes escénicas INAE (https://www.notion.so/Apoyo-Apoyos-a-la-internacionalizaci-n-de-las-artes-esc-nicas-INAE-1e69dd874b3a8073b744d08549a58c76?pvs=21)",Fondo Enlace Francia – Argentina 2025 | Orillas Nuevas,,https://www.recursosculturales.com/fondo-enlace-francia-argentina-orillas-nuevas/,Argentina,"August 26, 2025",Yes,"Programa Orillas Nuevas - ",,,No,"Herramienta de apoyo económico diseñada para impulsar proyectos de las industrias culturales y creativas (ICC) de Argentina que tengan un vínculo con Francia, ya sea artístico, técnico-profesional o financiero. Se busca apoyar la finalización, mejora, reposición y circulación de hasta 25 proyectos —a realizarse entre noviembre de 2025 y junio de 2026— con subsidios de hasta 5.000 euros cada uno. La convocatoria está abierta a individuos, grupos, empresas y organizaciones sin fines de lucro de Argentina que trabajen en sectores como audiovisuales (animación y cine, con énfasis en gap financing), videojuegos, creación inmersiva, artes escénicas (danza, performance, teatro, circo contemporáneo), diseño, arquitectura, paisaje y edición. Solo abierta para personas radicadas en argentina.",,https://orillasnuevas.org/fondo-enlace/,Fondos,"Escénicas, Cine, Interdisicplinario, Animación, Diseño","August 9, 2025 10:29 PM",,,No,No,,No,,
Premio︱Gubbio América Latina y el Caribe,Premio Futurock Novela 2025 tiene abierta su convocatoria (https://www.notion.so/Premio-Futurock-Novela-2025-tiene-abierta-su-convocatoria-22f9dd874b3a8101a00ef9c75b5e0b8a?pvs=21),Premio Gubbio América Latina y el Caribe,Revisar,https://buenosaires.gob.ar/noticias/convocatoria-2025-premio-gubbio-america-latina-y-el-caribe,Argentina,"August 15, 2025",Yes,Gob. Ciudad de Buenos Aires,,,No,"Destinado a individuos, organizaciones, instituciones y organizado por el Ministerio de Cultura de la Ciudad para difundir las mejores intervenciones y las buenas prácticas en el manejo de áreas patrimoniales de la región.
Para participar de la convocatoria se deberán enviar trabajos de buenas prácticas, modalidades de gestión y avances teóricos que presenten solución a las múltiples problemáticas que se plantean en materia de protección patrimonial y recalificación urbana en la región.
Este premio está enfocado en reconocer intervenciones de recuperación y regeneración del patrimonio edificado, intervenciones adecuadas de nueva arquitectura en paisajes históricos y/o iniciativas de gestión y de organización en el marco de estrategias de recalificación de ámbitos urbanos y/o territoriales.",,,Premio,"Otras, Multidisciplinar","August 10, 2025 1:37 AM",,,No,No,,No,,
Concurso︱Subsidios Archivos Históricos Empresas,"Premio Futurock Novela 2025 tiene abierta su convocatoria (https://www.notion.so/Premio-Futurock-Novela-2025-tiene-abierta-su-convocatoria-22f9dd874b3a8101a00ef9c75b5e0b8a?pvs=21), Convocatoria 2025 Premio Gubbio América Latina y e... (https://www.notion.so/Convocatoria-2025-Premio-Gubbio-Am-rica-Latina-y-e-22f9dd874b3a819d8363e559a21d72fa?pvs=21)",Concurso Archivos Históricos de Empresas: Subsidios para la identificación de los archivos,Revisar,https://fundacionwilliams.org.ar/concurso-subsidios-para-archivos-historicos-de-empresas-2025/,Argentina,"August 29, 2025",Yes,Fundación Williams,,,No,"Dirigida a instituciones archivísticas, universidades, bibliotecas, organizaciones de la sociedad civil y personas físicas que custodien archivos históricos de empresas privadas, la oportunidad Concurso Archivos Históricos de Empresas: Subsidios para la identificación de los archivos financia proyectos breves (máximo dos meses) para la contratación de expertos en archivística, con un subsidio de hasta $2.000.000 para identificación y hasta $6.000.000 para organización y descripción, sin requerir pago de inscripción para participar. La convocatoria está abierta únicamente a proyectos dentro de Argentina, y no está destinada a artistas sino a profesionales vinculados a la gestión, preservación y puesta en valor de archivos históricos; no involucra disciplinas artísticas tradicionales y no está abierta para postulantes de Latinoamérica fuera de Argentina.",,https://fundacionwilliams.org.ar/concurso-subsidios-para-archivos-historicos-de-empresas-2025/,Fondos,"Otras, Multidisciplinar","August 10, 2025 1:37 AM",,,No,No,,No,,
Convocatoria︱Transforme,Convocatoria Danza a Escena 2026 (https://www.notion.so/Convocatoria-Danza-a-Escena-2026-23c9dd874b3a810a9a88d0855bdf4f60?pvs=21),Transforme,Revisar,https://www.fondationdentreprisehermes.org/en/program/transforme,Francia,"August 31, 2025",Yes,Transforme,,,No,"Destinado a artistas emergentes y consagrados de Francia y de todo el mundo, de todas las disciplinas. Transforme promueve obras híbridas para la escena, con enfoques multidisciplinares y nuevas y originales formas de escritura, contenido y temas que conectan con los desafíos de la sociedad contemporánea. Este enfoque doble busca transformar las habilidades que sustentan las artes escénicas, a la vez que transforma la forma en que el público percibe el mundo. Los proyectos podrán presentarse en cualquier momento, a través de las páginas de convocatorias del sitio web. Si el proyecto lo propone una entidad o persona con sede fuera de Francia, deberá estar registrada como organización de interés público según la legislación de su país de residencia. ",,,Convocatoria,"Escénicas, Multidisciplinar","August 10, 2025 1:37 AM",,,No,No,,No,,
Concurso︱GFX Challenge Grant Program,Call for Art: The Aesthetics of Power (https://www.notion.so/Call-for-Art-The-Aesthetics-of-Power-2369dd874b3a81f88676e8eaa23fea03?pvs=21),GFX Challenge Grant Program,Revisar,https://www.fujifilm-x.com/global/special/gfx-challenge-program/2025/,EEUU,"August 31, 2025",Yes,GFX,,,No,Destinado a fotógrafos y videógrafos aficionados y profesionales. Se ofrecen: Elegibilidad para artistas latinoamericanos no especificada,,,Oportunidad,"Otras, Visuales","August 10, 2025 1:38 AM",,,No,No,,No,,
Fondos︱Historia del Arte,,History of Art Grants,Revisar,https://www.kressfoundation.org/Programs/Grants/History-of-Art,Estados Unidos,"September 1, 2025",Yes,Kress Foundation,,,No,"Dirigida a instituciones académicas y culturales con estatus 501(c)3 en Estados Unidos o que cuenten con un patrocinador fiscal estadounidense, la oportunidad History of Art Grants apoya proyectos que profundicen la apreciación y comprensión de obras de arte y arquitectura europeas desde la antigüedad hasta principios del siglo XIX, incluyendo investigaciones, publicaciones, exposiciones, conferencias y recursos digitales en historia del arte; no está dirigida directamente a artistas individuales. No se requiere pago de inscripción para participar. El monto máximo de financiamiento por proyecto es de hasta 30.000 USD. Las disciplinas involucradas son historia del arte, arquitectura, conservación y humanidades afines. Instituciones de Latinoamérica pueden aplicar si presentan un patrocinador fiscal estadounidense; la convocatoria está abierta hasta el 1 de septiembre de 2025.",,https://www.kressfoundation.org/Programs/Grants/History-of-Art,Fondos,"Otras, Visuales","August 10, 2025 1:38 AM",,,No,No,,No,,
Fondos︱Conservación,,Conservation Grants,Revisar,https://www.kressfoundation.org/Programs/Grants/Conservation,Estados Unidos,"September 1, 2025",Yes,Kress Foundation,,,No,"Conservation Grants está dirigido a instituciones sin fines de lucro que cuenten con reconocimiento de exención fiscal del Servicio de Impuestos Internos de Estados Unidos, incluyendo aquellas extranjeras que hayan obtenido este status; no se otorgan fondos directamente a artistas individuales. El programa financia proyectos relacionados con la conservación de obras de arte europeas desde la antigüedad hasta principios del siglo XIX, abarcando disciplinas como la conservación, investigación técnica y científica, documentación, exposiciones y publicaciones sobre conservación. El monto máximo otorgado por proyecto es de 30.000 USD y no se requiere pago de inscripción para participar. La convocatoria está abierta a instituciones que cumplan los requisitos legales, por lo que pueden postular organizaciones de Latinoamérica si poseen el reconocimiento fiscal correspondiente, pero no está dirigida directamente a artistas, sino a equipos o individuos afiliados a dichas instituciones.",,https://www.kressfoundation.org/Programs/Grants/Conservation,Fondos,"Otras, Multidisciplinar","August 10, 2025 1:38 AM",,,No,No,,No,,
